# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  2 01:24:21 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_dist,sy_disterr1,sy_disterr2
K2-285 b,3.47174500000,0.00004400000,-0.00004600000,0,2.59000000,0.06000000,-0.06000000,0,9.68000000,1.21000000,-1.37000000,0,1088.90,22.10,-21.90,0,K2 V,4975.00,95.00,-95.00,0,0.787000,0.016000,-0.016000,0,154.96100000,1.16100000,-1.14400000
K2-285 c,7.13804800000,0.00007200000,-0.00006300000,0,3.53000000,0.08000000,-0.08000000,0,15.68000000,2.28000000,-2.13000000,0,741.40,14.50,-14.50,0,K2 V,4975.00,95.00,-95.00,0,0.787000,0.016000,-0.016000,0,154.96100000,1.16100000,-1.14400000
K2-285 d,10.45582000000,0.00025000000,-0.00023000000,0,2.48000000,0.06000000,-0.06000000,0,6.50000000,,,1,619.90,12.70,-12.50,0,K2 V,4975.00,95.00,-95.00,0,0.787000,0.016000,-0.016000,0,154.96100000,1.16100000,-1.14400000
K2-285 e,14.76289000000,0.00065000000,-0.00061000000,0,1.95000000,0.05000000,-0.05000000,0,10.70000000,,,1,500.90,10.10,-9.90,0,K2 V,4975.00,95.00,-95.00,0,0.787000,0.016000,-0.016000,0,154.96100000,1.16100000,-1.14400000
K2-286 b,27.35900000000,0.00500000000,-0.00500000000,0,2.10000000,0.20000000,-0.20000000,0,5.06000000,,,0,347.00,21.00,-11.00,0,M0 V,3926.00,100.00,-100.00,0,0.620000,0.020000,-0.020000,0,76.14860000,0.23640000,-0.23500000
K2-287 b,14.89329100000,0.00002500000,-0.00002500000,0,9.49402300,0.14571700,-0.14571700,0,100.11645000,8.58141000,-8.58141000,0,804.00,8.00,-7.00,0,,5695.00,58.00,-58.00,0,1.070000,0.010000,-0.010000,0,158.33500000,1.29700000,-1.27700000
K2-288 B b,31.39346300000,0.00006700000,-0.00006900000,0,1.90000000,0.30000000,-0.30000000,0,4.27000000,,,0,226.36,22.30,-22.30,0,M3 V,3341.00,276.00,-276.00,0,0.320000,0.030000,-0.030000,0,65.61380000,0.88210000,-0.85940000
K2-289 b,13.15696900000,0.00004700000,-0.00005100000,0,9.10000000,0.30000000,-0.30000000,0,61.00000000,,,0,753.00,16.00,-16.00,0,,5529.00,77.00,-74.00,0,1.025000,0.030000,-0.028000,0,274.30000000,2.09300000,-2.06300000
K2-29 b,3.25883210000,0.00000190000,-0.00000190000,0,13.33871000,0.22418000,-0.22418000,0,232.01590000,12.71320000,-12.71320000,0,1171.00,10.00,-10.00,0,G7 V,5358.00,38.00,-38.00,0,0.860000,0.010000,-0.010000,0,178.47500000,1.32000000,-1.30100000
K2-290 b,9.21165000000,0.00033000000,-0.00034000000,0,3.06000000,0.16000000,-0.16000000,0,10.90000000,,,1,1230.00,38.00,-38.00,0,,6302.00,120.00,-120.00,0,1.511000,0.075000,-0.072000,0,272.90900000,3.82400000,-3.72100000
K2-290 c,48.36685000000,0.00041000000,-0.00040000000,0,11.27625400,0.56045000,-0.56045000,0,246.00042000,14.93801000,-14.93801000,0,676.00,16.00,-16.00,0,,6302.00,120.00,-120.00,0,1.511000,0.075000,-0.072000,0,272.90900000,3.82400000,-3.72100000
K2-291 b,2.22517700000,0.00006600000,-0.00006800000,0,1.58900000,0.09500000,-0.07200000,0,6.49000000,1.16000000,-1.16000000,0,1203.00,,,0,,5520.00,60.00,-60.00,0,0.899000,0.035000,-0.033000,0,90.05620000,0.49530000,-0.49000000
K2-292 b,16.98410000000,0.00080000000,-0.00080000000,0,2.63000000,0.11000000,-0.10000000,0,24.50000000,4.40000000,-4.40000000,0,795.00,33.00,-28.00,0,G3 V,5725.00,65.00,-65.00,0,1.090000,0.030000,-0.030000,0,114.29300000,0.82500000,-0.81200000
K2-293 b,13.12250000000,0.00110000000,-0.00120000000,0,2.45000000,0.35000000,-0.25000000,0,6.57000000,,,0,750.00,170.00,-50.00,0,,5532.00,78.00,-78.00,0,0.947000,0.089000,-0.055000,0,392.25100000,6.76700000,-6.54600000
K2-294 b,2.50387000000,0.00022000000,-0.00023000000,0,1.66000000,0.21000000,-0.19000000,0,3.39000000,,,0,1425.00,79.00,-54.00,0,,5612.00,50.00,-50.00,0,1.200000,0.130000,-0.120000,0,373.07800000,6.19700000,-6.00200000
K2-295 b,4.02486700000,0.00001500000,-0.00001500000,0,10.05447300,0.12329900,-0.05604500,0,106.47305000,19.70546000,-19.70546000,0,852.00,14.00,-6.00,0,K5 V,4444.00,70.00,-70.00,0,0.700000,0.020000,-0.020000,0,232.80100000,1.83500000,-1.80700000
K2-3 b,10.05465350000,0.00000880000,-0.00000910000,0,2.07800000,0.07600000,-0.06700000,0,5.11000000,0.65000000,-0.64000000,0,501.30,5.10,-5.20,0,M V,3844.00,61.00,-63.00,0,0.546000,0.018000,-0.016000,0,44.07270000,0.10815000,-0.10815000
K2-3 c,24.64672900000,0.00004400000,-0.00004200000,0,1.58200000,0.05700000,-0.05100000,0,2.68000000,0.85000000,-0.85000000,0,371.80,3.80,-3.90,0,M V,3844.00,61.00,-63.00,0,0.546000,0.018000,-0.016000,0,44.07270000,0.10815000,-0.10815000
K2-3 d,44.55603000000,0.00013000000,-0.00012000000,0,1.45800000,0.05600000,-0.05100000,0,2.20000000,,,1,305.20,3.10,-3.20,0,M V,3844.00,61.00,-63.00,0,0.546000,0.018000,-0.016000,0,44.07270000,0.10815000,-0.10815000
K2-30 b,4.09850300000,0.00001100000,-0.00001100000,0,11.64615100,0.56045000,-0.57165900,0,184.02357000,8.89924000,-8.58141000,0,1092.00,19.00,-20.00,0,G6 V,5425.00,40.00,-40.00,0,0.844000,0.032000,-0.032000,0,333.04200000,3.02100000,-2.96800000
K2-308 b,3.38628000000,0.00002000000,-0.00002000000,0,9.91600000,0.98500000,-0.98500000,0,70.60000000,,,0,1213.76,,,0,,6100.00,263.00,-263.00,0,1.240000,0.100000,-0.100000,0,1314.53000000,,
K2-31 b,1.25785000000,0.00000200000,-0.00000200000,0,11.88154000,3.92315000,-3.92315000,0,563.83042000,25.10857000,-25.10857000,0,,,,,G7 V,5280.00,70.00,-70.00,0,0.780000,0.070000,-0.070000,0,110.52700000,0.72000000,-0.71200000
K2-312 c,921.20000000000,10.80000000000,-10.80000000000,0,12.80000000,,,0,1719.45168187,165.27077164,-139.84449908,0,,,,,G2,5959.00,61.00,-61.00,0,1.220000,0.010000,-0.010000,0,109.86000000,0.81100000,-0.80000000
K2-315 b,3.14431890000,0.00000490000,-0.00000490000,0,0.95000000,0.05800000,-0.05800000,0,0.80900000,,,0,460.00,5.00,-5.00,0,M(3.5+/-0.5) V,3300.00,30.00,-30.00,0,0.196000,0.006000,-0.006000,0,56.96860000,0.26320000,-0.26080000
K2-316 b,1.13300000000,0.00100000000,-0.00100000000,0,1.33000000,0.10000000,-0.09000000,0,2.33000000,,,0,841.00,105.00,-54.00,0,,3436.00,3.00,-3.00,0,0.379000,0.003000,-0.003000,0,112.48600000,0.96800000,-0.95200000
K2-316 c,5.26000000000,0.00700000000,-0.00700000000,0,1.83000000,0.13000000,-0.12000000,0,4.01000000,,,0,423.00,53.00,-26.00,0,,3436.00,3.00,-3.00,0,0.379000,0.003000,-0.003000,0,112.48600000,0.96800000,-0.95200000
K2-317 b,6.22000000000,0.00700000000,-0.00700000000,0,2.93000000,0.19000000,-0.17000000,0,8.91000000,,,0,432.00,48.00,-24.00,0,,3387.00,5.00,-5.00,0,0.379000,0.006000,-0.006000,0,176.29100000,3.39500000,-3.27100000
K2-318 b,7.01000000000,0.00700000000,-0.00700000000,0,1.66000000,0.13000000,-0.13000000,0,3.39000000,,,0,456.00,55.00,-32.00,0,,3851.00,83.00,-83.00,0,0.552000,0.017000,-0.017000,0,147.86600000,0.99050000,-0.99050000
K2-319 b,26.68000000000,0.00200000000,-0.00300000000,0,2.79000000,0.11000000,-0.10000000,0,8.20000000,,,0,641.00,61.00,-31.00,0,,5440.00,115.00,-115.00,0,0.898000,0.013000,-0.013000,0,209.07100000,1.88000000,-1.84700000
K2-32 b,8.99200000000,0.00008000000,-0.00008000000,0,5.29900000,0.19100000,-0.19100000,0,15.00000000,1.80000000,-1.70000000,0,837.00,13.00,-14.00,0,G9 V,5271.00,39.00,-35.00,0,0.860000,0.020000,-0.020000,0,157.68200000,1.30900000,-1.28800000
K2-32 c,20.66093000000,0.00080000000,-0.00079000000,0,3.13400000,0.12300000,-0.10200000,0,8.10000000,2.40000000,-2.40000000,0,634.00,9.00,-11.00,0,G9 V,5271.00,39.00,-35.00,0,0.860000,0.020000,-0.020000,0,157.68200000,1.30900000,-1.28800000
K2-32 d,31.71701000000,0.00101000000,-0.00096000000,0,3.48400000,0.11200000,-0.12900000,0,6.70000000,2.50000000,-2.50000000,0,550.00,8.00,-9.00,0,G9 V,5271.00,39.00,-35.00,0,0.860000,0.020000,-0.020000,0,157.68200000,1.30900000,-1.28800000
K2-32 e,4.34934000000,0.00039000000,-0.00039000000,0,1.21200000,0.05200000,-0.04600000,0,2.10000000,1.30000000,-1.10000000,0,1066.00,16.00,-18.00,0,G9 V,5271.00,39.00,-35.00,0,0.860000,0.020000,-0.020000,0,157.68200000,1.30900000,-1.28800000
K2-320 b,1.99500000000,0.00100000000,-0.00100000000,0,2.62000000,0.23000000,-0.15000000,0,7.37000000,,,0,698.00,87.00,-57.00,0,,3157.00,7.00,-7.00,0,0.300000,0.003000,-0.003000,0,108.74000000,1.05700000,-1.03600000
K2-321 b,2.29797490000,0.00000170000,-0.00000190000,0,2.05124347,0.16813471,-0.13450777,0,4.86000000,,,0,830.00,110.00,-110.00,0,,3750.00,510.00,-520.00,0,0.595000,0.031000,-0.031000,0,77.68880000,0.32415000,-0.32415000
K2-322 b,8.20500000000,0.00300000000,-0.00300000000,0,1.92000000,0.29000000,-0.18000000,0,4.35000000,,,0,635.00,165.00,-78.00,0,,4141.00,96.00,-96.00,0,0.602000,0.013000,-0.013000,0,123.41500000,0.31500000,-0.31500000
K2-323 b,24.93000000000,0.00600000000,-0.00600000000,0,2.10000000,0.09000000,-0.11000000,0,5.06000000,,,0,318.00,24.00,-43.00,0,,3710.00,118.00,-118.00,0,0.549000,0.024000,-0.024000,0,118.31800000,0.55300000,-0.54800000
K2-324 b,3.26200000000,0.00100000000,-0.00100000000,0,2.43000000,0.15000000,-0.13000000,0,6.48000000,,,0,707.00,83.00,-38.00,0,,3752.00,57.00,-57.00,0,0.505000,0.012000,-0.012000,0,136.66700000,1.61800000,-1.58100000
K2-325 b,6.93000000000,0.00400000000,-0.00300000000,0,2.20000000,0.14000000,-0.15000000,0,5.48000000,,,0,423.00,33.00,-21.00,0,,3287.00,67.00,-67.00,0,0.298000,0.009000,-0.009000,0,111.63800000,1.02900000,-1.01100000
K2-326 b,1.25600000000,0.00100000000,-0.00200000000,0,2.28000000,0.18000000,-0.18000000,0,5.82000000,,,0,1114.00,138.00,-90.00,0,,3924.00,51.00,-51.00,0,0.688000,0.014000,-0.014000,0,282.30800000,3.37800000,-3.30100000
K2-329 b,12.45512250000,0.00000310000,-0.00000310000,0,8.67576600,0.29143400,-0.26901600,0,82.63580000,6.35660000,-6.99226000,0,650.00,53.00,-70.00,0,,5282.00,40.00,-39.00,0,0.822000,0.026000,-0.024000,0,233.23700000,2.29300000,-2.24900000
K2-33 b,5.42486500000,0.00003500000,-0.00003100000,0,5.04000000,0.34000000,-0.37000000,0,1175.97100000,,,1,850.00,50.00,-50.00,0,M3.3,3540.00,70.00,-70.00,0,1.050000,0.070000,-0.070000,0,139.26800000,1.53200000,-1.49900000
K2-330 b,13.77479800000,0.00002800000,-0.00002800000,0,2.77000000,0.14000000,-0.09000000,0,8.10000000,,,0,969.00,9.00,-9.00,0,,6232.00,33.00,-39.00,0,1.500000,0.030000,-0.030000,0,160.12500000,1.51700000,-1.48900000
K2-331 b,9.39897700000,0.00150600000,-0.00134800000,0,1.79000000,0.14000000,-0.10000000,0,3.86000000,,,0,909.00,14.00,-14.00,0,,5994.00,93.00,-91.00,0,1.060000,0.030000,-0.020000,0,211.43000000,1.75900000,-1.73100000
K2-331 c,22.99659100000,0.00184800000,-0.00185900000,0,2.72000000,0.14000000,-0.10000000,0,7.85000000,,,0,673.00,12.00,-11.00,0,,5994.00,93.00,-91.00,0,1.060000,0.030000,-0.020000,0,211.43000000,1.75900000,-1.73100000
K2-332 b,17.70632000000,0.00006300000,-0.00006300000,0,2.20000000,0.19000000,-0.15000000,0,5.48000000,,,0,266.00,5.00,-8.00,0,,3315.00,137.00,-152.00,0,0.280000,0.020000,-0.010000,0,123.20200000,1.40900000,-1.37900000
K2-333 b,14.75928700000,0.00024300000,-0.00024000000,0,6.18000000,0.28000000,-0.25000000,0,31.60000000,,,0,826.00,14.00,-17.00,0,,5880.00,85.00,-82.00,0,1.220000,0.050000,-0.050000,0,343.99000000,5.23300000,-5.08000000
K2-334 b,5.11398100000,0.00006100000,-0.00006200000,0,5.65000000,0.36000000,-0.28000000,0,27.20000000,,,0,1380.00,34.00,-30.00,0,,6502.00,132.00,-130.00,0,1.490000,0.070000,-0.060000,0,371.82300000,6.52800000,-6.31000000
K2-335 b,12.28321100000,0.00005100000,-0.00005100000,0,2.21000000,0.18000000,-0.14000000,0,5.52000000,,,0,949.00,21.00,-26.00,0,,6222.00,96.00,-91.00,0,1.330000,0.070000,-0.060000,0,557.99300000,17.63300000,-16.60200000
K2-336 b,21.19473300000,0.00010800000,-0.00010700000,0,1.22000000,0.09000000,-0.05000000,0,1.98000000,,,0,569.00,15.00,-22.00,0,,5424.00,192.00,-144.00,0,0.800000,0.010000,-0.010000,0,239.28900000,2.71000000,-2.65200000
K2-337 b,16.27356300000,0.00005400000,-0.00005300000,0,2.62000000,0.19000000,-0.14000000,0,7.37000000,,,0,850.00,19.00,-18.00,0,,5869.00,88.00,-81.00,0,1.320000,0.060000,-0.060000,0,421.63600000,10.78300000,-10.26800000
K2-338 b,3.85061400000,0.00001200000,-0.00001200000,0,1.03000000,0.11000000,-0.05000000,0,1.08000000,,,0,783.00,12.00,-14.00,0,,4558.00,91.00,-81.00,0,0.630000,0.010000,-0.010000,0,156.95100000,0.60200000,-0.59700000
K2-339 b,19.50742800000,0.00011600000,-0.00011300000,0,1.92000000,0.19000000,-0.12000000,0,4.35000000,,,0,508.00,12.00,-12.00,0,,4857.00,86.00,-84.00,0,0.720000,0.030000,-0.030000,0,360.36000000,5.23600000,-5.23600000
K2-34 b,2.99563480000,0.00000020000,-0.00000020000,0,13.75000000,0.58000000,-0.59000000,0,539.67534000,19.38763000,-15.89150000,0,1687.00,24.00,-25.00,0,F,6168.00,46.00,-76.00,0,1.420000,0.060000,-0.050000,0,348.64600000,6.32300000,-6.10600000
K2-340 b,29.74045100000,0.00016900000,-0.00016100000,0,3.36000000,0.44000000,-0.32000000,0,11.20000000,,,0,606.00,31.00,-36.00,0,,5532.00,90.00,-90.00,0,1.130000,0.140000,-0.100000,0,738.13600000,22.29100000,-21.04300000
K2-341 b,36.55255100000,0.00012700000,-0.00012200000,0,3.21000000,0.25000000,-0.19000000,0,10.40000000,,,0,598.00,16.00,-15.00,0,,5817.00,45.00,-48.00,0,1.160000,0.060000,-0.050000,0,421.40800000,7.43700000,-7.18900000
K2-342 b,11.56105200000,0.00069000000,-0.00066800000,0,2.03000000,0.13000000,-0.09000000,0,4.78000000,,,0,861.00,14.00,-15.00,0,,5920.00,104.00,-104.00,0,1.090000,0.030000,-0.030000,0,208.35700000,1.73400000,-1.70600000
K2-343 b,2.78717400000,0.00000400000,-0.00000400000,0,1.65000000,0.16000000,-0.08000000,0,3.36000000,,,0,653.00,10.00,-12.00,0,,3804.00,93.00,-74.00,0,0.460000,0.010000,-0.010000,0,166.16900000,1.04700000,-1.04700000
K2-343 c,7.67697200000,0.00001200000,-0.00001200000,0,2.02000000,0.10000000,-0.07000000,0,4.74000000,,,0,465.00,7.00,-7.00,0,,3804.00,93.00,-74.00,0,0.460000,0.010000,-0.010000,0,166.16900000,1.04700000,-1.04700000
K2-344 b,3.35585000000,0.00009100000,-0.00009300000,0,1.59000000,0.10000000,-0.05000000,0,3.15000000,,,0,722.00,7.00,-10.00,0,,4374.00,38.00,-34.00,0,0.490000,0.010000,-0.010000,0,75.16910000,0.30675000,-0.30675000
K2-345 b,10.36743700000,0.00002000000,-0.00001900000,0,2.11000000,0.20000000,-0.09000000,0,5.10000000,,,0,437.00,4.00,-5.00,0,,3779.00,30.00,-26.00,0,0.520000,0.010000,-0.010000,0,162.40800000,0.89300000,-0.88400000
K2-346 b,26.20144600000,0.00333100000,-0.00312400000,0,2.26000000,0.19000000,-0.10000000,0,5.73000000,,,0,450.00,5.00,-5.00,0,,4801.00,49.00,-49.00,0,0.700000,0.010000,-0.010000,0,105.58000000,0.48700000,-0.48200000
K2-347 b,7.18725700000,0.00002000000,-0.00002100000,0,2.41000000,0.11000000,-0.10000000,0,6.39000000,,,0,640.00,20.00,-21.00,0,,4599.00,178.00,-152.00,0,0.630000,0.020000,-0.020000,0,320.33600000,3.95500000,-3.86200000
K2-348 b,4.68841800000,0.00011900000,-0.00011700000,0,3.26000000,0.22000000,-0.11000000,0,10.70000000,,,0,908.00,12.00,-11.00,0,,5077.00,40.00,-39.00,0,0.850000,0.020000,-0.020000,0,201.85600000,1.50000000,-1.47900000
K2-348 c,12.55017100000,0.00101800000,-0.00105700000,0,2.67000000,0.23000000,-0.11000000,0,7.61000000,,,0,655.00,7.00,-9.00,0,,5077.00,40.00,-39.00,0,0.850000,0.020000,-0.020000,0,201.85600000,1.50000000,-1.47900000
K2-349 b,9.03217800000,0.00087400000,-0.00087400000,0,1.38000000,0.10000000,-0.07000000,0,2.48000000,,,0,518.00,5.00,-4.00,0,,4385.00,29.00,-31.00,0,0.490000,0.000000,0.000000,0,453.56700000,7.12100000,-6.90700000
K2-35 b,2.39996400000,0.00019800000,-0.00020400000,0,1.32000000,0.08000000,-0.08000000,0,2.30000000,,,0,979.00,29.00,-29.00,0,K4 V,4402.71,95.55,-93.27,0,0.619575,0.028977,-0.028268,0,252.59600000,2.43950000,-2.43950000
K2-35 c,5.60835200000,0.00033500000,-0.00033800000,0,1.93000000,0.13000000,-0.11000000,0,4.38000000,,,0,766.00,14.00,-14.00,0,K4 V,4402.71,95.55,-93.27,0,0.619575,0.028977,-0.028268,0,252.59600000,2.43950000,-2.43950000
K2-350 b,4.16387300000,0.00002200000,-0.00002300000,0,1.54000000,0.15000000,-0.11000000,0,2.99000000,,,0,1158.00,29.00,-34.00,0,,5789.00,46.00,-50.00,0,1.040000,0.060000,-0.050000,0,489.36800000,6.01600000,-5.87500000
K2-350 c,19.99194400000,0.00012300000,-0.00019400000,0,2.74000000,0.25000000,-0.18000000,0,7.95000000,,,0,687.00,16.00,-18.00,0,,5789.00,46.00,-50.00,0,1.040000,0.060000,-0.050000,0,489.36800000,6.01600000,-5.87500000
K2-351 b,7.80616400000,0.00067300000,-0.00062300000,0,2.54000000,0.25000000,-0.19000000,0,6.99000000,,,0,934.00,28.00,-32.00,0,,5769.00,39.00,-37.00,0,1.050000,0.070000,-0.060000,0,694.73400000,15.57000000,-14.91400000
K2-352 b,3.66591200000,0.00027300000,-0.00029500000,0,1.37000000,0.10000000,-0.07000000,0,2.45000000,,,0,1160.00,16.00,-15.00,0,,5791.00,81.00,-81.00,0,0.950000,0.020000,-0.020000,0,176.05100000,1.89500000,-1.85500000
K2-352 c,8.23488500000,0.00050800000,-0.00047500000,0,1.92000000,0.13000000,-0.07000000,0,4.35000000,,,0,885.00,12.00,-14.00,0,,5791.00,81.00,-81.00,0,0.950000,0.020000,-0.020000,0,176.05100000,1.89500000,-1.85500000
K2-352 d,14.87138700000,0.00091600000,-0.00093600000,0,2.23000000,0.13000000,-0.09000000,0,5.60000000,,,0,727.00,10.00,-10.00,0,,5791.00,81.00,-81.00,0,0.950000,0.020000,-0.020000,0,176.05100000,1.89500000,-1.85500000
K2-353 b,15.46680500000,0.00057200000,-0.00056500000,0,5.55000000,0.22000000,-0.20000000,0,26.30000000,,,0,735.00,13.00,-14.00,0,,5698.00,55.00,-55.00,0,0.990000,0.030000,-0.030000,0,268.51500000,3.72900000,-3.62900000
K2-354 b,3.79330600000,0.00032400000,-0.00034300000,0,1.56000000,0.08000000,-0.08000000,0,3.05000000,,,0,543.00,8.00,-9.00,0,,3669.00,88.00,-82.00,0,0.410000,0.010000,-0.010000,0,91.72200000,0.52230000,-0.51640000
K2-355 b,5.73856470000,0.00139390000,-0.00110480000,0,2.25000000,0.22000000,-0.16000000,0,5.69000000,,,0,1066.00,190.00,-77.00,0,,5790.00,177.00,-147.00,0,0.920000,0.040000,-0.030000,0,500.49700000,5.84050000,-5.84050000
K2-356 b,21.02673660000,0.00369120000,-0.00389930000,0,2.29000000,0.15000000,-0.12000000,0,5.86000000,,,0,624.00,0.00,-37.00,0,,5568.00,178.00,-150.00,0,0.860000,0.030000,-0.030000,0,355.54000000,3.79300000,-3.71400000
K2-357 b,16.34886370000,0.00138110000,-0.00140220000,0,3.72000000,0.23000000,-0.21000000,0,13.40000000,,,0,735.00,8.00,-39.00,0,,5794.00,210.00,-169.00,0,1.000000,0.050000,-0.050000,0,517.68700000,9.23200000,-8.92000000
K2-358 b,11.25102850000,0.00181880000,-0.00178920000,0,2.68000000,0.17000000,-0.14000000,0,7.65000000,,,0,888.00,0.00,-47.00,0,,5650.00,193.00,-152.00,0,0.910000,0.040000,-0.040000,0,480.30700000,6.84250000,-6.84250000
K2-36 b,1.42261400000,0.00003800000,-0.00003800000,0,1.43000000,0.08000000,-0.08000000,0,4.30000000,1.40000000,-1.40000000,0,1328.00,12.00,-12.00,0,K2 V,4916.00,37.00,-37.00,0,0.718000,0.008000,-0.006000,0,109.74900000,0.61500000,-0.60900000
K2-36 c,5.34088800000,0.00008600000,-0.00008600000,0,3.20000000,0.30000000,-0.30000000,0,7.90000000,2.80000000,-2.80000000,0,854.00,8.00,-8.00,0,K2 V,4916.00,37.00,-37.00,0,0.718000,0.008000,-0.006000,0,109.74900000,0.61500000,-0.60900000
K2-360 c,9.79692000000,0.02961000000,-0.02961000000,0,4.02000000,,,0,15.23000000,1.82000000,-1.82000000,0,912.00,18.00,-18.00,0,,5679.00,60.00,-39.00,0,0.980000,0.025000,-0.025000,0,232.10000000,2.70600000,-2.64600000
K2-365 b,23.44817200000,0.00076600000,-0.00099600000,0,2.90600000,0.19500000,-0.17600000,0,8.78000000,,,0,,,,,,5561.00,138.00,-138.00,0,1.051000,0.065000,-0.061000,0,187.22200000,1.49200000,-1.47000000
K2-366 b,15.93703900000,0.00079600000,-0.00114400000,0,2.35900000,0.18700000,-0.16700000,0,6.16000000,,,0,,,,,,5601.00,138.00,-138.00,0,0.940000,0.065000,-0.058000,0,185.94700000,5.31800000,-5.03500000
K2-367 b,20.64509900000,0.00099500000,-0.00137500000,0,2.41300000,0.22500000,-0.19600000,0,6.41000000,,,0,,,,,,4348.00,128.00,-128.00,0,0.625000,0.041000,-0.046000,0,176.96500000,0.94600000,-0.93600000
K2-368 b,5.02559800000,0.00028700000,-0.00034200000,0,1.33200000,0.10700000,-0.10000000,0,2.34000000,,,0,,,,,,4663.00,138.00,-138.00,0,0.663000,0.047000,-0.045000,0,206.60800000,1.27300000,-1.25800000
K2-368 c,9.66018600000,0.00116400000,-0.00116900000,0,1.36100000,0.11400000,-0.10600000,0,2.42000000,,,0,,,,,,4663.00,138.00,-138.00,0,0.663000,0.047000,-0.045000,0,206.60800000,1.27300000,-1.25800000
K2-368 d,20.20108500000,0.00235400000,-0.00273600000,0,1.94800000,0.15200000,-0.14300000,0,4.45000000,,,0,,,,,,4663.00,138.00,-138.00,0,0.663000,0.047000,-0.045000,0,206.60800000,1.27300000,-1.25800000
K2-369 b,5.76161200000,0.00084600000,-0.00071400000,0,1.31300000,0.10100000,-0.09500000,0,2.28000000,,,0,,,,,,5682.00,138.00,-138.00,0,0.881000,0.054000,-0.049000,0,185.55000000,1.83300000,-1.79800000
K2-37 b,4.44117000000,0.00075000000,-0.00075000000,0,1.61000000,0.17000000,-0.17000000,0,3.22000000,,,0,974.00,32.00,-32.00,0,G3 V,5413.00,60.00,-60.00,0,0.850000,0.040000,-0.040000,0,179.94300000,1.60300000,-1.57500000
K2-37 c,6.42904000000,0.00036000000,-0.00036000000,0,2.75000000,0.27000000,-0.27000000,0,8.00000000,,,0,861.00,28.00,-28.00,0,G3 V,5413.00,60.00,-60.00,0,0.850000,0.040000,-0.040000,0,179.94300000,1.60300000,-1.57500000
K2-37 d,14.09189000000,0.00135000000,-0.00135000000,0,2.73000000,0.36000000,-0.36000000,0,7.90000000,,,0,663.00,22.00,-22.00,0,G3 V,5413.00,60.00,-60.00,0,0.850000,0.040000,-0.040000,0,179.94300000,1.60300000,-1.57500000
K2-370 b,2.14084000000,0.00003600000,-0.00003800000,0,3.20700000,0.22400000,-0.54800000,0,10.40000000,,,0,1267.00,,,0,G8,5377.00,138.00,-138.00,0,0.971000,0.065000,-0.057000,0,144.20200000,1.19800000,-1.17900000
K2-371 b,3.11490500000,0.00000900000,-0.00000900000,0,13.02400000,0.92100000,-0.86800000,0,,,,,956.83,,,0,,4925.00,138.00,-138.00,0,0.736000,0.052000,-0.049000,0,442.81300000,6.90900000,-6.70200000
